Interval,Transfer,Bandwidth,Retr,Cwnd
213.00-214.00,0.00,0.00,2,1423.36
214.00-215.00,0.00,0.00,0,1423.36
215.00-216.00,199680.0,1600000.0,12,41369.6
216.00-217.00,959488.0,7680000.0,0,51404.8
217.00-218.00,600064.0,4800000.0,0,52838.4
218.00-219.00,759808.0,6080000.0,0,52838.4
219.00-220.00,759808.0,6080000.0,0,52838.4
220.00-221.00,319488.0,2560000.0,1,1423.36
221.00-222.00,0.00,0.00,1,1423.36
222.00-223.00,0.00,0.00,1,1423.36
223.00-224.00,458752.0,3670000.0,12,45670.4
224.00-225.00,520192.0,4160000.0,0,51404.8
225.00-226.00,376832.0,3020000.0,1,37171.2
226.00-227.00,401408.0,3210000.0,0,42803.2
227.00-228.00,210944.0,1690000.0,2,37171.2
228.00-229.00,0.00,0.00,2,1423.36
229.00-230.00,0.00,0.00,0,1423.36
230.00-231.00,163840.0,1310000.0,8,37171.2
231.00-232.00,241664.0,1930000.0,0,37171.2
232.00-233.00,480256.0,3840000.0,0,42803.2
233.00-234.00,680960.0,5450000.0,0,51404.8
234.00-235.00,485376.0,3880000.0,0,52838.4
235.00-236.00,79974.4,640000.0,1,1423.36
236.00-237.00,0.00,0.00,1,1423.36
237.00-238.00,0.00,0.00,0,1423.36
238.00-239.00,423936.0,3390000.0,8,45670.4
239.00-240.00,520192.0,4160000.0,0,51404.8
240.00-241.00,440320.0,3520000.0,0,52838.4
241.00-242.00,482304.0,3860000.0,0,52838.4
242.00-243.00,441344.0,3530000.0,0,52838.4
243.00-244.00,0.00,0.00,1,1423.36
244.00-245.00,0.00,0.00,1,1423.36
245.00-246.00,185344.0,1490000.0,10,31436.8
246.00-247.00,440320.0,3520000.0,0,45670.4
247.00-248.00,561152.0,4490000.0,0,51404.8
248.00-249.00,119808.0,960000.0,1,35737.6
249.00-250.00,288768.0,2310000.0,0,47104.0
250.00-251.00,39936.0,320000.0,0,48537.6
251.00-252.00,0.00,0.00,1,1423.36
252.00-253.00,0.00,0.00,1,1423.36
253.00-254.00,121856.0,971000.0,27,45670.4
254.00-255.00,39936.0,320000.0,0,47104.0
255.00-256.00,0.00,0.00,5,30003.2
256.00-257.00,51404.8,411000.0,4,24268.8
257.00-258.00,0.00,0.00,2,19968.0
258.00-259.00,0.00,0.00,0,19968.0
259.00-260.00,0.00,0.00,0,19968.0
260.00-261.00,0.00,0.00,0,19968.0
261.00-262.00,0.00,0.00,1,1423.36
262.00-263.00,0.00,0.00,0,1423.36
263.00-264.00,0.00,0.00,0,1423.36
264.00-265.00,0.00,0.00,0,1423.36
265.00-266.00,0.00,0.00,0,1423.36
266.00-267.00,0.00,0.00,0,1423.36
267.00-268.00,0.00,0.00,0,1423.36
268.00-269.00,0.00,0.00,0,1423.36
269.00-270.00,0.00,0.00,1,1423.36
270.00-271.00,0.00,0.00,0,1423.36
271.00-272.00,0.00,0.00,0,1423.36
272.00-273.00,0.00,0.00,0,1423.36
273.00-274.00,0.00,0.00,0,1423.36
274.00-275.00,0.00,0.00,0,1423.36
275.00-276.00,0.00,0.00,0,1423.36
276.00-277.00,0.00,0.00,0,1423.36
277.00-278.00,0.00,0.00,0,1423.36
278.00-279.00,0.00,0.00,0,1423.36
279.00-280.00,0.00,0.00,0,1423.36
280.00-281.00,0.00,0.00,0,1423.36
281.00-282.00,0.00,0.00,0,1423.36
282.00-283.00,0.00,0.00,0,1423.36
283.00-284.00,0.00,0.00,0,1423.36
284.00-285.00,0.00,0.00,0,1423.36
285.00-286.00,0.00,0.00,0,1423.36
286.00-287.00,0.00,0.00,1,1423.36
287.00-288.00,0.00,0.00,0,1423.36
288.00-289.00,0.00,0.00,0,1423.36
289.00-290.00,0.00,0.00,0,1423.36
290.00-291.00,0.00,0.00,0,1423.36
291.00-292.00,0.00,0.00,0,1423.36
292.00-293.00,0.00,0.00,0,1423.36
293.00-294.00,0.00,0.00,0,1423.36
294.00-295.00,0.00,0.00,0,1423.36
295.00-296.00,0.00,0.00,0,1423.36
296.00-297.00,0.00,0.00,0,1423.36
297.00-298.00,0.00,0.00,0,1423.36
298.00-299.00,0.00,0.00,0,1423.36
299.00-300.00,0.00,0.00,0,1423.36
300.00-301.00,0.00,0.00,0,1423.36
301.00-302.00,0.00,0.00,0,1423.36
302.00-303.00,0.00,0.00,0,1423.36
303.00-304.00,0.00,0.00,0,1423.36
304.00-305.00,0.00,0.00,0,1423.36
305.00-306.00,0.00,0.00,0,1423.36
306.00-307.00,0.00,0.00,0,1423.36
307.00-308.00,0.00,0.00,0,1423.36
308.00-309.00,0.00,0.00,0,1423.36
309.00-310.00,0.00,0.00,0,1423.36
310.00-311.00,0.00,0.00,0,1423.36
311.00-312.00,0.00,0.00,0,1423.36
312.00-313.00,0.00,0.00,0,1423.36
313.00-314.00,0.00,0.00,0,1423.36
314.00-315.00,0.00,0.00,0,1423.36
315.00-316.00,0.00,0.00,0,1423.36
316.00-317.00,0.00,0.00,0,1423.36
317.00-318.00,0.00,0.00,0,1423.36
318.00-319.00,0.00,0.00,0,1423.36
319.00-320.00,122880.0,983000.0,14,22835.2
320.00-321.00,285696.0,2280000.0,0,38604.8
321.00-322.00,0.00,0.00,0,39936.0
322.00-323.00,0.00,0.00,1,1423.36
323.00-324.00,131072.0,1050000.0,8,30003.2
324.00-325.00,491520.0,3930000.0,0,38604.8
325.00-326.00,520192.0,4160000.0,0,47104.0
326.00-327.00,401408.0,3210000.0,0,51404.8
327.00-328.00,520192.0,4160000.0,0,51404.8
328.00-329.00,119808.0,960000.0,0,52838.4
329.00-330.00,0.00,0.00,2,1423.36
330.00-331.00,0.00,0.00,0,1423.36
331.00-332.00,260096.0,2080000.0,21,45670.4
332.00-333.00,441344.0,3530000.0,0,51404.8
333.00-334.00,440320.0,3520000.0,0,52838.4
334.00-335.00,560128.0,4480000.0,0,52838.4
335.00-336.00,279552.0,2240000.0,0,52838.4
336.00-337.00,0.00,0.00,1,1423.36
337.00-338.00,0.00,0.00,1,1423.36
338.00-339.00,77107.2,617000.0,9,35737.6
339.00-340.00,319488.0,2560000.0,0,48537.6
340.00-341.00,440320.0,3520000.0,0,52838.4
341.00-342.00,522240.0,4179999.9999999995,1,45670.4
342.00-343.00,640000.0,5120000.0,0,51404.8
343.00-344.00,119808.0,960000.0,1,1423.36
344.00-345.00,0.00,0.00,1,1423.36
345.00-346.00,0.00,0.00,1,1423.36
346.00-347.00,379904.0,3040000.0,9,45670.4
347.00-348.00,480256.0,3840000.0,0,51404.8
348.00-349.00,319488.0,2560000.0,1,51404.8
349.00-350.00,641024.0,5130000.0,0,51404.8
350.00-351.00,440320.0,3520000.0,0,52838.4
351.00-352.00,0.00,0.00,2,1423.36
352.00-353.00,0.00,0.00,1,1423.36
353.00-354.00,260096.0,2080000.0,7,42803.2
354.00-355.00,679936.0,5440000.0,0,51404.8
355.00-356.00,799744.0,6400000.0,0,52838.4
356.00-357.00,521216.0,4170000.0,0,52838.4
357.00-358.00,600064.0,4800000.0,0,52838.4
358.00-359.00,119808.0,960000.0,1,1423.36
359.00-360.00,0.00,0.00,1,1423.36
360.00-361.00,62873.6,503000.0,5,35737.6
361.00-362.00,759808.0,6080000.0,0,48537.6
362.00-363.00,601088.0,4810000.0,0,51404.8
363.00-364.00,759808.0,6080000.0,0,52838.4
364.00-365.00,719872.0,5760000.0,0,52838.4
365.00-366.00,361472.0,2890000.0,0,54272.0
366.00-367.00,0.00,0.00,2,1423.36
367.00-368.00,0.00,0.00,1,1423.36
368.00-369.00,321536.0,2570000.0,8,44236.8
369.00-370.00,640000.0,5120000.0,0,51404.8
370.00-371.00,640000.0,5120000.0,0,52838.4
371.00-372.00,759808.0,6080000.0,0,52838.4
372.00-373.00,679936.0,5440000.0,0,52838.4
373.00-374.00,79974.4,640000.0,1,1423.36
374.00-375.00,0.00,0.00,1,1423.36
375.00-376.00,88576.0,708000.0,14,35737.6
376.00-377.00,840704.0,6730000.0,0,49971.2
377.00-378.00,839680.0,6720000.0,0,52838.4
378.00-379.00,762880.0,6100000.0,0,52838.4
379.00-380.00,719872.0,5760000.0,0,52838.4
380.00-381.00,361472.0,2890000.0,1,1423.36
381.00-382.00,0.00,0.00,1,1423.36
382.00-383.00,0.00,0.00,1,1423.36
383.00-384.00,419840.0,3360000.0,10,44236.8
384.00-385.00,759808.0,6080000.0,0,51404.8
385.00-386.00,802816.0,6420000.0,0,52838.4
386.00-387.00,799744.0,6400000.0,0,52838.4
387.00-388.00,839680.0,6720000.0,0,52838.4
388.00-389.00,39936.0,320000.0,1,1423.36
389.00-390.00,0.00,0.00,1,1423.36
390.00-391.00,79974.4,640000.0,7,37171.2
391.00-392.00,640000.0,5120000.0,0,48537.6
392.00-393.00,520192.0,4160000.0,0,52838.4
393.00-394.00,679936.0,5440000.0,0,52838.4
394.00-395.00,560128.0,4480000.0,0,52838.4
395.00-396.00,199680.0,1600000.0,0,54272.0
396.00-397.00,0.00,0.00,2,1423.36
397.00-398.00,0.00,0.00,0,1423.36
398.00-399.00,317440.0,2540000.0,6,45670.4
399.00-400.00,319488.0,2560000.0,0,51404.8
400.00-401.00,359424.0,2880000.0,0,51404.8
401.00-402.00,561152.0,4490000.0,0,52838.4
402.00-403.00,484352.0,3870000.0,0,52838.4
403.00-404.00,0.00,0.00,1,1423.36
404.00-405.00,0.00,0.00,1,1423.36
405.00-406.00,77107.2,617000.0,10,37171.2
406.00-407.00,481280.0,3850000.0,0,48537.6
407.00-408.00,322560.0,2580000.0,0,51404.8
408.00-409.00,399360.0,3200000.0,0,52838.4
409.00-410.00,361472.0,2890000.0,0,52838.4
410.00-411.00,202752.0,1620000.0,1,52838.4
411.00-412.00,0.00,0.00,1,1423.36
412.00-413.00,0.00,0.00,1,1423.36
413.00-414.00,195584.0,1570000.0,6,44236.8
414.00-415.00,399360.0,3200000.0,0,51404.8
415.00-416.00,359424.0,2880000.0,0,52838.4
416.00-417.00,319488.0,2560000.0,0,52838.4
417.00-418.00,232448.0,1860000.0,1,41369.6
418.00-419.00,0.00,0.00,1,1423.36
419.00-420.00,0.00,0.00,1,1423.36
420.00-421.00,39936.0,320000.0,13,28569.6
421.00-422.00,121856.0,971000.0,0,37171.2
422.00-423.00,239616.0,1920000.0,0,41369.6
423.00-424.00,239616.0,1920000.0,0,41369.6
424.00-425.00,321536.0,2570000.0,0,44236.8
425.00-426.00,121856.0,971000.0,0,47104.0
426.00-427.00,0.00,0.00,2,1423.36
427.00-428.00,0.00,0.00,0,1423.36
428.00-429.00,267264.0,2140000.0,7,41369.6
429.00-430.00,122880.0,982000.0,0,45670.4
430.00-431.00,39936.0,320000.0,0,47104.0
431.00-432.00,81408.0,651000.0,0,47104.0
432.00-433.00,0.00,0.00,0,47104.0
433.00-434.00,39936.0,320000.0,1,31436.8
434.00-435.00,0.00,0.00,0,27136.0
435.00-436.00,0.00,0.00,2,18534.4
436.00-437.00,49971.2,400000.0,2,14233.6
437.00-438.00,0.00,0.00,2,12902.4
438.00-439.00,0.00,0.00,1,11468.8
439.00-440.00,0.00,0.00,6,15667.2
440.00-441.00,81408.0,651000.0,0,18534.4
441.00-442.00,0.00,0.00,0,18534.4
442.00-443.00,39936.0,320000.0,0,19968.0
443.00-444.00,79974.4,640000.0,0,22835.2
444.00-445.00,0.00,0.00,0,22835.2
445.00-446.00,0.00,0.00,1,1423.36
446.00-447.00,0.00,0.00,8,5713.92
447.00-448.00,0.00,0.00,7,11468.8
448.00-449.00,0.00,0.00,2,8570.88
449.00-450.00,0.00,0.00,2,7137.28
450.00-451.00,39936.0,320000.0,0,11468.8
451.00-452.00,0.00,0.00,0,11468.8
452.00-453.00,0.00,0.00,0,11468.8
453.00-454.00,0.00,0.00,1,7137.28
454.00-455.00,0.00,0.00,6,7137.28
455.00-456.00,0.00,0.00,1,5713.92
456.00-457.00,0.00,0.00,1,4280.32
457.00-458.00,0.00,0.00,1,1423.36
458.00-459.00,0.00,0.00,0,1423.36
459.00-460.00,0.00,0.00,0,1423.36
460.00-461.00,0.00,0.00,0,1423.36
461.00-462.00,0.00,0.00,0,1423.36
462.00-463.00,0.00,0.00,1,1423.36
463.00-464.00,0.00,0.00,1,4280.32
464.00-465.00,0.00,0.00,0,4280.32
465.00-466.00,0.00,0.00,1,2856.96
466.00-467.00,0.00,0.00,0,2856.96
467.00-468.00,0.00,0.00,0,2856.96
468.00-469.00,39936.0,320000.0,0,4280.32
469.00-470.00,0.00,0.00,1,4280.32
470.00-471.00,0.00,0.00,1,4280.32
471.00-472.00,0.00,0.00,1,2856.96
472.00-473.00,0.00,0.00,0,2856.96
473.00-474.00,0.00,0.00,0,4280.32
474.00-475.00,0.00,0.00,0,4280.32
475.00-476.00,0.00,0.00,0,4280.32
476.00-477.00,0.00,0.00,1,5713.92
477.00-478.00,0.00,0.00,1,2856.96
478.00-479.00,0.00,0.00,1,1423.36
479.00-480.00,0.00,0.00,0,1423.36
480.00-481.00,0.00,0.00,0,1423.36
481.00-482.00,0.00,0.00,0,1423.36
482.00-483.00,0.00,0.00,0,1423.36
483.00-484.00,0.00,0.00,0,1423.36
484.00-485.00,42803.2,343000.0,2,2856.96
485.00-486.00,0.00,0.00,0,4280.32
486.00-487.00,0.00,0.00,0,7137.28
487.00-488.00,0.00,0.00,2,4280.32
488.00-489.00,39936.0,320000.0,0,7137.28
489.00-490.00,0.00,0.00,0,7137.28
490.00-491.00,0.00,0.00,1,1423.36
491.00-492.00,0.00,0.00,1,4280.32
492.00-493.00,0.00,0.00,0,4280.32
493.00-494.00,0.00,0.00,0,5713.92
494.00-495.00,39936.0,320000.0,0,7137.28
495.00-496.00,39936.0,320000.0,0,9994.24
496.00-497.00,0.00,0.00,0,9994.24
497.00-498.00,0.00,0.00,1,1423.36
498.00-499.00,0.00,0.00,5,7137.28
499.00-500.00,121856.0,971000.0,0,12902.4
