Interval;Transfer;Bandwidth;Retr;Cwnd
159.00-160.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
160.00-161.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
161.00-162.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
162.00-163.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
163.00-164.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
164.00-165.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
165.00-166.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
166.00-167.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
167.00-168.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
168.00-169.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
169.00-170.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
170.00-171.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
171.00-172.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
172.00-173.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
173.00-174.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
174.00-175.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
175.00-176.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
176.00-177.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
177.00-178.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
178.00-179.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
179.00-180.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
180.00-181.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
181.00-182.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
182.00-183.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
183.00-184.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
184.00-185.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
185.00-186.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
186.00-187.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
187.00-188.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
188.00-189.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
189.00-190.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
190.00-191.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
191.00-192.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
192.00-193.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
193.00-194.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
194.00-195.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
195.00-196.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
196.00-197.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
197.00-198.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
198.00-199.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
199.00-200.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
200.00-201.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
201.00-202.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
202.00-203.00 sec;234 KBytes;1.92 Mbits/sec;12;29.3 KBytes
203.00-204.00 sec;664 KBytes;5.44 Mbits/sec;0;53.0 KBytes
204.00-205.00 sec;742 KBytes;6.08 Mbits/sec;0;53.0 KBytes
205.00-206.00 sec;351 KBytes;2.88 Mbits/sec;1;1.39 KBytes
206.00-207.00 sec;0.00 Bytes;0.00 bits/sec;1;1.39 KBytes
207.00-208.00 sec;0.00 Bytes;0.00 bits/sec;1;1.39 KBytes
208.00-209.00 sec;470 KBytes;3.85 Mbits/sec;9;39.0 KBytes
209.00-210.00 sec;587 KBytes;4.81 Mbits/sec;0;48.8 KBytes
210.00-211.00 sec;859 KBytes;7.04 Mbits/sec;0;50.2 KBytes
211.00-212.00 sec;859 KBytes;7.04 Mbits/sec;0;51.6 KBytes
212.00-213.00 sec;742 KBytes;6.08 Mbits/sec;0;53.0 KBytes
213.00-214.00 sec;0.00 Bytes;0.00 bits/sec;2;1.39 KBytes
214.00-215.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
215.00-216.00 sec;195 KBytes;1.60 Mbits/sec;12;40.4 KBytes
216.00-217.00 sec;937 KBytes;7.68 Mbits/sec;0;50.2 KBytes
217.00-218.00 sec;586 KBytes;4.80 Mbits/sec;0;51.6 KBytes
218.00-219.00 sec;742 KBytes;6.08 Mbits/sec;0;51.6 KBytes
219.00-220.00 sec;742 KBytes;6.08 Mbits/sec;0;51.6 KBytes
220.00-221.00 sec;312 KBytes;2.56 Mbits/sec;1;1.39 KBytes
221.00-222.00 sec;0.00 Bytes;0.00 bits/sec;1;1.39 KBytes
222.00-223.00 sec;0.00 Bytes;0.00 bits/sec;1;1.39 KBytes
223.00-224.00 sec;448 KBytes;3.67 Mbits/sec;12;44.6 KBytes
224.00-225.00 sec;508 KBytes;4.16 Mbits/sec;0;50.2 KBytes
225.00-226.00 sec;368 KBytes;3.02 Mbits/sec;1;36.3 KBytes
226.00-227.00 sec;392 KBytes;3.21 Mbits/sec;0;41.8 KBytes
227.00-228.00 sec;206 KBytes;1.69 Mbits/sec;2;36.3 KBytes
228.00-229.00 sec;0.00 Bytes;0.00 bits/sec;2;1.39 KBytes
229.00-230.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
230.00-231.00 sec;160 KBytes;1.31 Mbits/sec;8;36.3 KBytes
231.00-232.00 sec;236 KBytes;1.93 Mbits/sec;0;36.3 KBytes
232.00-233.00 sec;469 KBytes;3.84 Mbits/sec;0;41.8 KBytes
233.00-234.00 sec;665 KBytes;5.45 Mbits/sec;0;50.2 KBytes
234.00-235.00 sec;474 KBytes;3.88 Mbits/sec;0;51.6 KBytes
235.00-236.00 sec;78.1 KBytes;640 Kbits/sec;1;1.39 KBytes
236.00-237.00 sec;0.00 Bytes;0.00 bits/sec;1;1.39 KBytes
237.00-238.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
238.00-239.00 sec;414 KBytes;3.39 Mbits/sec;8;44.6 KBytes
239.00-240.00 sec;508 KBytes;4.16 Mbits/sec;0;50.2 KBytes
240.00-241.00 sec;430 KBytes;3.52 Mbits/sec;0;51.6 KBytes
241.00-242.00 sec;471 KBytes;3.86 Mbits/sec;0;51.6 KBytes
242.00-243.00 sec;431 KBytes;3.53 Mbits/sec;0;51.6 KBytes
243.00-244.00 sec;0.00 Bytes;0.00 bits/sec;1;1.39 KBytes
244.00-245.00 sec;0.00 Bytes;0.00 bits/sec;1;1.39 KBytes
245.00-246.00 sec;181 KBytes;1.49 Mbits/sec;10;30.7 KBytes
246.00-247.00 sec;430 KBytes;3.52 Mbits/sec;0;44.6 KBytes
247.00-248.00 sec;548 KBytes;4.49 Mbits/sec;0;50.2 KBytes
248.00-249.00 sec;117 KBytes;960 Kbits/sec;1;34.9 KBytes
249.00-250.00 sec;282 KBytes;2.31 Mbits/sec;0;46.0 KBytes
250.00-251.00 sec;39.0 KBytes;320 Kbits/sec;0;47.4 KBytes
251.00-252.00 sec;0.00 Bytes;0.00 bits/sec;1;1.39 KBytes
252.00-253.00 sec;0.00 Bytes;0.00 bits/sec;1;1.39 KBytes
253.00-254.00 sec;119 KBytes;971 Kbits/sec;27;44.6 KBytes
254.00-255.00 sec;39.0 KBytes;320 Kbits/sec;0;46.0 KBytes
255.00-256.00 sec;0.00 Bytes;0.00 bits/sec;5;29.3 KBytes
256.00-257.00 sec;50.2 KBytes;411 Kbits/sec;4;23.7 KBytes
257.00-258.00 sec;0.00 Bytes;0.00 bits/sec;2;19.5 KBytes
258.00-259.00 sec;0.00 Bytes;0.00 bits/sec;0;19.5 KBytes
259.00-260.00 sec;0.00 Bytes;0.00 bits/sec;0;19.5 KBytes
260.00-261.00 sec;0.00 Bytes;0.00 bits/sec;0;19.5 KBytes
261.00-262.00 sec;0.00 Bytes;0.00 bits/sec;1;1.39 KBytes
262.00-263.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
263.00-264.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
264.00-265.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
265.00-266.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
266.00-267.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
267.00-268.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
268.00-269.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
269.00-270.00 sec;0.00 Bytes;0.00 bits/sec;1;1.39 KBytes
270.00-271.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
271.00-272.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
272.00-273.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
273.00-274.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
274.00-275.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
275.00-276.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
276.00-277.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
277.00-278.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
278.00-279.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
279.00-280.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
280.00-281.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
281.00-282.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
282.00-283.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
283.00-284.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
284.00-285.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
285.00-286.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
286.00-287.00 sec;0.00 Bytes;0.00 bits/sec;1;1.39 KBytes
287.00-288.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
288.00-289.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
289.00-290.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
290.00-291.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
291.00-292.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
292.00-293.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
293.00-294.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
294.00-295.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
295.00-296.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
296.00-297.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
297.00-298.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
298.00-299.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
299.00-300.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
300.00-301.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
301.00-302.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
302.00-303.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
303.00-304.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
304.00-305.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
305.00-306.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
306.00-307.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
307.00-308.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
308.00-309.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
309.00-310.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
310.00-311.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
311.00-312.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
312.00-313.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
313.00-314.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
314.00-315.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
315.00-316.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
316.00-317.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
317.00-318.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
318.00-319.00 sec;0.00 Bytes;0.00 bits/sec;0;1.39 KBytes
319.00-320.00 sec;120 KBytes;983 Kbits/sec;14;22.3 KBytes
320.00-321.00 sec;279 KBytes;2.28 Mbits/sec;0;37.7 KBytes
321.00-322.00 sec;0.00 Bytes;0.00 bits/sec;0;39.0 KBytes
322.00-323.00 sec;0.00 Bytes;0.00 bits/sec;1;1.39 KBytes
323.00-324.00 sec;128 KBytes;1.05 Mbits/sec;8;29.3 KBytes
324.00-325.00 sec;480 KBytes;3.93 Mbits/sec;0;37.7 KBytes
